date,price
2010-04-07,0.2975
2010-04-08,0.298
2010-04-09,0.298
2010-04-10,0.298
2010-04-11,0.298
2010-04-12,0.298
2010-04-13,0.298
2010-04-14,0.298
2010-04-15,0.296
2010-04-16,0.2955
2010-04-17,0.2963
2010-04-18,0.2963
2010-04-19,0.2963
2010-04-20,0.2975
2010-04-21,0.2972
2010-04-22,0.2972
2010-04-23,0.2972
2010-04-24,0.2977
2010-04-25,0.2977
2010-04-26,0.2977
2010-04-27,0.2961
2010-04-28,0.2961
2010-04-29,0.2961
2010-04-30,0.2961
2010-05-01,0.2961
2010-05-02,0.2961
2010-05-03,0.2961
2010-05-04,0.2961
2010-05-05,0.2971
2010-05-06,0.2976
2010-05-07,0.2981
2010-05-08,0.2985
2010-05-09,0.2985
2010-05-10,0.2985
2010-05-11,0.2985
2010-05-12,0.2985
2010-05-13,0.2985
2010-05-14,0.2986
2010-05-15,0.299
2010-05-16,0.299
2010-05-17,0.299
2010-05-18,0.2995
2010-05-19,0.2995
2010-05-20,0.3
2010-05-21,0.2995
2010-05-22,0.2995
2010-05-23,0.2995
2010-05-24,0.2995
2010-05-25,0.2995
2010-05-26,0.3
2010-05-27,0.3
2010-05-28,0.3
2010-05-29,0.2998
2010-05-30,0.2998
2010-05-31,0.2998
2010-06-01,0.3
2010-06-02,0.3003
2010-06-03,0.3003
2010-06-04,0.3005
2010-06-05,0.301
2010-06-06,0.301
2010-06-07,0.301
2010-06-08,0.3015
2010-06-09,0.3015
2010-06-10,0.3018
2010-06-11,0.3018
2010-06-12,0.3018
2010-06-13,0.3018
2010-06-14,0.3018
2010-06-15,0.3018
2010-06-16,0.3018
2010-06-17,0.3018
2010-06-18,0.302
2010-06-19,0.3017
2010-06-20,0.3017
2010-06-21,0.3017
2010-06-22,0.3015
2010-06-23,0.3015
2010-06-24,0.3018
2010-06-25,0.3017
2010-06-26,0.3017
2010-06-27,0.3017
2010-06-28,0.3017
2010-06-29,0.3015
2010-06-30,0.3018
2010-07-01,0.302
2010-07-02,0.3023
2010-07-03,0.3015
2010-07-04,0.3015
2010-07-05,0.3015
2010-07-06,0.3015
2010-07-07,0.3014
2010-07-08,0.3014
2010-07-09,0.3009
2010-07-10,0.3005
2010-07-11,0.3005
2010-07-12,0.3005
2010-07-13,0.3013
2010-07-14,0.3014
2010-07-15,0.2999
2010-07-16,0.2996
2010-07-17,0.299
2010-07-18,0.299
2010-07-19,0.299
2010-07-20,0.299
2010-07-21,0.2983
2010-07-22,0.2985
2010-07-23,0.299
2010-07-24,0.2983
2010-07-25,0.2983
2010-07-26,0.2983
2010-07-27,0.2978
2010-07-28,0.2975
2010-07-29,0.2975
2010-07-30,0.2975
2010-07-31,0.2974
2010-08-01,0.2974
2010-08-02,0.2974
2010-08-03,0.2974
2010-08-04,0.2974
2010-08-05,0.2968
2010-08-06,0.297
2010-08-07,0.2973
2010-08-08,0.2973
2010-08-09,0.2973
2010-08-10,0.297
2010-08-11,0.2973
2010-08-12,0.298
2010-08-13,0.299
2010-08-14,0.2992
2010-08-15,0.2992
2010-08-16,0.2992
2010-08-17,0.2997
2010-08-18,0.2994
2010-08-19,0.2996
2010-08-20,0.2999
2010-08-21,0.2998
2010-08-22,0.2998
2010-08-23,0.2998
2010-08-24,0.3005
2010-08-25,0.3013
2010-08-26,0.3012
2010-08-27,0.3012
2010-08-28,0.301
2010-08-29,0.301
2010-08-30,0.301
2010-08-31,0.3012
2010-09-01,0.3014
2010-09-02,0.3015
2010-09-03,0.3015
2010-09-04,0.3015
2010-09-05,0.3015
2010-09-06,0.3015
2010-09-07,0.3012
2010-09-08,0.3026
2010-09-09,0.303
2010-09-10,0.3033
2010-09-11,0.3031
2010-09-12,0.3031
2010-09-13,0.3031
2010-09-14,0.3025
2010-09-15,0.3025
2010-09-16,0.3025
2010-09-17,0.303
2010-09-18,0.3028
2010-09-19,0.3028
2010-09-20,0.3028
2010-09-21,0.3029
2010-09-22,0.303
2010-09-23,0.3023
2010-09-24,0.3023
2010-09-25,0.3024
2010-09-26,0.3024
2010-09-27,0.3024
2010-09-28,0.3017
2010-09-29,0.302
2010-09-30,0.301
2010-10-01,0.301
2010-10-02,0.301
2010-10-03,0.301
2010-10-04,0.301
2010-10-05,0.3009
2010-10-06,0.3005
2010-10-07,0.2995
2010-10-08,0.2991
2010-10-09,0.2997
2010-10-10,0.2997
2010-10-11,0.2997
2010-10-12,0.2993
2010-10-13,0.2998
2010-10-14,0.2995
2010-10-15,0.299
2010-10-16,0.2993
2010-10-17,0.2993
2010-10-18,0.2993
2010-10-19,0.3
2010-10-20,0.3
2010-10-21,0.3006
2010-10-22,0.3002
2010-10-23,0.3003
2010-10-24,0.3003
2010-10-25,0.3003
2010-10-26,0.3
2010-10-27,0.3005
2010-10-28,0.3011
2010-10-29,0.3011
2010-10-30,0.3011
2010-10-31,0.3011
2010-11-01,0.3011
2010-11-02,0.301
2010-11-03,0.3014
2010-11-04,0.302
2010-11-05,0.302
2010-11-06,0.302
2010-11-07,0.302
2010-11-08,0.302
2010-11-09,0.3021
2010-11-10,0.3027
2010-11-11,0.303
2010-11-12,0.303
2010-11-13,0.3034
2010-11-14,0.3034
2010-11-15,0.3034
2010-11-16,0.3035
2010-11-17,0.3038
2010-11-18,0.304
2010-11-19,0.3035
2010-11-20,0.3028
2010-11-21,0.3028
2010-11-22,0.3028
2010-11-23,0.3026
2010-11-24,0.3028
2010-11-25,0.3031
2010-11-26,0.3031
2010-11-27,0.3032
2010-11-28,0.3032
2010-11-29,0.3032
2010-11-30,0.3032
2010-12-01,0.3032
2010-12-02,0.3031
2010-12-03,0.3031
2010-12-04,0.3026
2010-12-05,0.3026
2010-12-06,0.3026
2010-12-07,0.302
2010-12-08,0.3015
2010-12-09,0.302
2010-12-10,0.3011
2010-12-11,0.3011
2010-12-12,0.3011
2010-12-13,0.3011
2010-12-14,0.3012
2010-12-15,0.2999
2010-12-16,0.3002
2010-12-17,0.3005
2010-12-18,0.3005
2010-12-19,0.3005
2010-12-20,0.3005
2010-12-21,0.3005
2010-12-22,0.3005
2010-12-23,0.3006
2010-12-24,0.3006
2010-12-25,0.3006
2010-12-26,0.3006
2010-12-27,0.3006
2010-12-28,0.3005
2010-12-29,0.3
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.3
2011-01-03,0.3
2011-01-04,0.2999
2011-01-05,0.3001
2011-01-06,0.3002
2011-01-07,0.3007
2011-01-08,0.3007
2011-01-09,0.3007
2011-01-10,0.3007
2011-01-11,0.3015
2011-01-12,0.3017
2011-01-13,0.3016
2011-01-14,0.301
2011-01-15,0.301
2011-01-16,0.301
2011-01-17,0.301
2011-01-18,0.3015
2011-01-19,0.3015
2011-01-20,0.3015
2011-01-21,0.3016
2011-01-22,0.3017
2011-01-23,0.3017
2011-01-24,0.3017
2011-01-25,0.3016
2011-01-26,0.3012
2011-01-27,0.3011
2011-01-28,0.3012
2011-01-29,0.3011
2011-01-30,0.3011
2011-01-31,0.3011
2011-02-01,0.3015
2011-02-02,0.3011
2011-02-03,0.3006
2011-02-04,0.3006
2011-02-05,0.3011
2011-02-06,0.3011
2011-02-07,0.3011
2011-02-08,0.3011
2011-02-09,0.3008
2011-02-10,0.3009
2011-02-11,0.301
2011-02-12,0.3014
2011-02-13,0.3014
2011-02-14,0.3014
2011-02-15,0.3017
2011-02-16,0.3019
2011-02-17,0.3018
2011-02-18,0.302
2011-02-19,0.302
2011-02-20,0.302
2011-02-21,0.302
2011-02-22,0.3019
2011-02-23,0.3024
2011-02-24,0.3023
2011-02-25,0.3023
2011-02-26,0.302
2011-02-27,0.302
2011-02-28,0.302
2011-03-01,0.3022
2011-03-02,0.302
2011-03-03,0.302
2011-03-04,0.3018
2011-03-05,0.3015
2011-03-06,0.3015
2011-03-07,0.3015
2011-03-08,0.3015
2011-03-09,0.3015
2011-03-10,0.3019
2011-03-11,0.3023
2011-03-12,0.3028
2011-03-13,0.3028
2011-03-14,0.3028
2011-03-15,0.3024
2011-03-16,0.3022
2011-03-17,0.302
2011-03-18,0.302
2011-03-19,0.302
2011-03-20,0.302
2011-03-21,0.302
2011-03-22,0.302
2011-03-23,0.3019
2011-03-24,0.3024
2011-03-25,0.303
2011-03-26,0.303
2011-03-27,0.303
2011-03-28,0.303
2011-03-29,0.3038
2011-03-30,0.3038
2011-03-31,0.3045
2011-04-01,0.3045
2011-04-02,0.3045
2011-04-03,0.3045
2011-04-04,0.3045
2011-04-05,0.3045
2011-04-06,0.305
2011-04-07,0.305
2011-04-08,0.3055
2011-04-09,0.305
2011-04-10,0.305
2011-04-11,0.305
2011-04-12,0.3046
2011-04-13,0.3055
2011-04-14,0.3049
2011-04-15,0.3052
2011-04-16,0.3052
2011-04-17,0.3052
2011-04-18,0.3052
2011-04-19,0.306
2011-04-20,0.3074
2011-04-21,0.3055
2011-04-22,0.3044
2011-04-23,0.3048
2011-04-24,0.3048
2011-04-25,0.3048
2011-04-26,0.3048
2011-04-27,0.3045
2011-04-28,0.3033
2011-04-29,0.3013
2011-04-30,0.3013
2011-05-01,0.3013
2011-05-02,0.3013
2011-05-03,0.3013
2011-05-04,0.3013
2011-05-05,0.3007
2011-05-06,0.3001
2011-05-07,0.3037
2011-05-08,0.3037
2011-05-09,0.3037
2011-05-10,0.3037
2011-05-11,0.3061
2011-05-12,0.3061
2011-05-13,0.3084
2011-05-14,0.3084
2011-05-15,0.3084
2011-05-16,0.3084
2011-05-17,0.312
2011-05-18,0.313
2011-05-19,0.313
2011-05-20,0.3145
2011-05-21,0.3155
2011-05-22,0.3155
2011-05-23,0.3155
2011-05-24,0.493
2011-05-25,0.4931
2011-05-26,0.4932
2011-05-27,0.4932
2011-05-28,0.4932
2011-05-29,0.4932
2011-05-30,0.4932
2011-05-31,0.4977
2011-06-01,0.497
2011-06-02,0.497
2011-06-03,0.4981
2011-06-04,0.4981
2011-06-05,0.4981
2011-06-06,0.4981
2011-06-07,0.4966
2011-06-08,0.4966
2011-06-09,0.4956
2011-06-10,0.4961
2011-06-11,0.4971
2011-06-12,0.4971
2011-06-13,0.4971
2011-06-14,0.4982
2011-06-15,0.4978
2011-06-16,0.4988
2011-06-17,0.4998
2011-06-18,0.4994
2011-06-19,0.4994
2011-06-20,0.4994
2011-06-21,0.4985
2011-06-22,0.497
2011-06-23,0.4958
2011-06-24,0.4973
2011-06-25,0.4988
2011-06-26,0.4988
2011-06-27,0.4988
2011-06-28,0.4998
2011-06-29,0.4979
2011-06-30,0.4964
2011-07-01,0.4945
2011-07-02,0.4942
2011-07-03,0.4942
2011-07-04,0.4942
2011-07-05,0.4938
2011-07-06,0.4945
2011-07-07,0.4957
2011-07-08,0.4973
2011-07-09,0.4968
2011-07-10,0.4968
2011-07-11,0.4968
2011-07-12,0.4989
2011-07-13,0.5004
2011-07-14,0.5001
2011-07-15,0.499
2011-07-16,0.5
2011-07-17,0.5
2011-07-18,0.5
2011-07-19,0.5005
2011-07-20,0.5
2011-07-21,0.4992
2011-07-22,0.4975
2011-07-23,0.496
2011-07-24,0.496
2011-07-25,0.496
2011-07-26,0.496
2011-07-27,0.4945
2011-07-28,0.494
2011-07-29,0.495
2011-07-30,0.4958
2011-07-31,0.4958
2011-08-01,0.4958
2011-08-02,0.4945
2011-08-03,0.4972
2011-08-04,0.4972
2011-08-05,0.4969
2011-08-06,0.4999
2011-08-07,0.4999
2011-08-08,0.4999
2011-08-09,0.4999
2011-08-10,0.501
2011-08-11,0.501
2011-08-12,0.502
2011-08-13,0.5028
2011-08-14,0.5028
2011-08-15,0.5028
2011-08-16,0.5028
2011-08-17,0.5013
2011-08-18,0.5015
2011-08-19,0.5017
2011-08-20,0.503
2011-08-21,0.503
2011-08-22,0.503
2011-08-23,0.5035
2011-08-24,0.5037
2011-08-25,0.5047
2011-08-26,0.5053
2011-08-27,0.5061
2011-08-28,0.5061
2011-08-29,0.5061
2011-08-30,0.5065
2011-08-31,0.5096
2011-09-01,0.5107
2011-09-02,0.513
2011-09-03,0.5152
2011-09-04,0.5152
2011-09-05,0.5152
2011-09-06,0.5186
2011-09-07,0.5214
2011-09-08,0.5219
2011-09-09,0.5232
2011-09-10,0.5271
2011-09-11,0.5271
2011-09-12,0.5271
2011-09-13,0.5347
2011-09-14,0.5347
2011-09-15,0.5355
2011-09-16,0.5365
2011-09-17,0.5375
2011-09-18,0.5375
2011-09-19,0.5375
2011-09-20,0.5412
2011-09-21,0.5461
2011-09-22,0.5465
2011-09-23,0.5515
2011-09-24,0.5541
2011-09-25,0.5541
2011-09-26,0.5541
2011-09-27,0.5584
2011-09-28,0.5584
2011-09-29,0.5584
2011-09-30,0.5599
2011-10-01,0.564
2011-10-02,0.564
2011-10-03,0.564
2011-10-04,0.5704
2011-10-05,0.5748
2011-10-06,0.575
2011-10-07,0.5758
2011-10-08,0.5758
2011-10-09,0.5758
2011-10-10,0.5758
2011-10-11,0.5758
2011-10-12,0.5765
2011-10-13,0.5765
2011-10-14,0.5731
2011-10-15,0.5725
2011-10-16,0.5725
2011-10-17,0.5725
2011-10-18,0.5692
2011-10-19,0.573
2011-10-20,0.5712
2011-10-21,0.868
2011-10-22,0.866
2011-10-23,0.866
2011-10-24,0.866
2011-10-25,0.852
2011-10-26,0.852
2011-10-27,0.851
2011-10-28,0.854
2011-10-29,0.85
2011-10-30,0.85
2011-10-31,0.85
2011-11-01,0.845
2011-11-02,0.853
2011-11-03,0.858
2011-11-04,0.865
2011-11-05,0.875
2011-11-06,0.875
2011-11-07,0.875
2011-11-08,0.875
2011-11-09,0.87
2011-11-10,0.879
2011-11-11,0.885
2011-11-12,0.885
2011-11-13,0.885
2011-11-14,0.885
2011-11-15,0.877
2011-11-16,0.876
2011-11-17,0.876
2011-11-18,0.876
2011-11-19,0.874
2011-11-20,0.874
2011-11-21,0.874
2011-11-22,0.872
2011-11-23,0.872
2011-11-24,0.872
2011-11-25,0.872
2011-11-26,0.867
2011-11-27,0.867
2011-11-28,0.867
2011-11-29,0.864
2011-11-30,0.86
2011-12-01,0.859
2011-12-02,0.858
2011-12-03,0.858
2011-12-04,0.858
2011-12-05,0.858
2011-12-06,0.856
2011-12-07,0.856
2011-12-08,0.855
2011-12-09,0.856
2011-12-10,0.852
2011-12-11,0.852
2011-12-12,0.852
2011-12-13,0.85
2011-12-14,0.846
2011-12-15,0.845
2011-12-16,0.845
2011-12-17,0.845
2011-12-18,0.845
2011-12-19,0.845
2011-12-20,0.846
2011-12-21,0.843
2011-12-22,0.841
2011-12-23,0.839
2011-12-24,0.838
2011-12-25,0.838
2011-12-26,0.838
2011-12-27,0.838
2011-12-28,0.836
2011-12-29,0.838
2011-12-30,0.835
2011-12-31,0.835
2012-01-01,0.835
2012-01-02,0.835
2012-01-03,0.835
2012-01-04,0.835
2012-01-05,0.84
2012-01-06,0.844
2012-01-07,0.845
2012-01-08,0.845
2012-01-09,0.845
2012-01-10,0.847
2012-01-11,0.847
2012-01-12,0.847
2012-01-13,0.846
2012-01-14,0.84
2012-01-15,0.84
2012-01-16,0.84
2012-01-17,0.84
2012-01-18,0.838
2012-01-19,0.837
2012-01-20,0.836
2012-01-21,0.833
2012-01-22,0.833
2012-01-23,0.833
2012-01-24,0.833
2012-01-25,0.835
2012-01-26,0.836
2012-01-27,0.835
2012-01-28,0.837
2012-01-29,0.837
2012-01-30,0.837
2012-01-31,0.837
2012-02-01,0.835
2012-02-02,0.838
2012-02-03,0.841
2012-02-04,0.843
2012-02-05,0.843
2012-02-06,0.843
2012-02-07,0.837
2012-02-08,0.843
2012-02-09,0.829
2012-02-10,0.826
2012-02-11,0.833
2012-02-12,0.833
2012-02-13,0.833
2012-02-14,0.828
2012-02-15,0.839
2012-02-16,0.841
2012-02-17,0.837
2012-02-18,0.827
2012-02-19,0.827
2012-02-20,0.827
2012-02-21,0.824
2012-02-22,0.82
2012-02-23,0.815
2012-02-24,0.823
2012-02-25,0.811
2012-02-26,0.811
2012-02-27,0.811
2012-02-28,0.811
2012-02-29,0.807
2012-03-01,0.811
2012-03-02,0.812
2012-03-03,0.823
2012-03-04,0.823
2012-03-05,0.823
2012-03-06,0.824
2012-03-07,0.818
2012-03-08,0.817
2012-03-09,0.817
2012-03-10,0.817
2012-03-11,0.817
2012-03-12,0.816
2012-03-13,0.817
2012-03-14,0.82
2012-03-15,0.813
2012-03-16,0.812
2012-03-17,0.806
2012-03-18,0.806
2012-03-19,0.806
2012-03-20,0.8
2012-03-21,0.802
2012-03-22,0.805
2012-03-23,0.8
2012-03-24,0.807
2012-03-25,0.807
2012-03-26,0.807
2012-03-27,0.801
2012-03-28,0.808
2012-03-29,0.804
2012-03-30,0.807
2012-03-31,0.802
2012-04-01,0.802
2012-04-02,0.802
2012-04-03,0.8
2012-04-04,0.812
2012-04-05,0.814
2012-04-06,0.811
2012-04-07,0.813
2012-04-08,0.813
2012-04-09,0.813
2012-04-10,0.809
2012-04-11,0.818
2012-04-12,0.81
2012-04-13,0.806
2012-04-14,0.803
2012-04-15,0.803
2012-04-16,0.803
2012-04-17,0.801
2012-04-18,0.801
2012-04-19,0.807
2012-04-20,0.8
2012-04-21,0.8
2012-04-22,0.8
2012-04-23,0.8
2012-04-24,0.8
2012-04-25,0.8
2012-04-26,0.8
2012-04-27,0.802
2012-04-28,0.805
2012-04-29,0.805
2012-04-30,0.805
2012-05-01,0.805
2012-05-02,0.805
2012-05-03,0.801
2012-05-04,0.813
2012-05-05,0.812
2012-05-06,0.812
2012-05-07,0.812
2012-05-08,0.815
2012-05-09,0.815
2012-05-10,0.815
2012-05-11,0.809
2012-05-12,0.817
2012-05-13,0.817
2012-05-14,0.817
2012-05-15,0.811
2012-05-16,0.815
2012-05-17,0.817
2012-05-18,0.817
2012-05-19,0.821
2012-05-20,0.821
2012-05-21,0.821
2012-05-22,0.823
2012-05-23,0.814
2012-05-24,0.826
2012-05-25,0.826
2012-05-26,0.822
2012-05-27,0.822
2012-05-28,0.822
2012-05-29,0.822
2012-05-30,0.824
2012-05-31,0.835
2012-06-01,0.841
2012-06-02,0.838
2012-06-03,0.838
2012-06-04,0.838
2012-06-05,0.839
2012-06-06,0.841
2012-06-07,0.838
2012-06-08,0.824
2012-06-09,0.825
2012-06-10,0.825
2012-06-11,0.825
2012-06-12,0.824
2012-06-13,0.824
2012-06-14,0.823
2012-06-15,0.83
2012-06-16,0.829
2012-06-17,0.829
2012-06-18,0.829
2012-06-19,0.824
2012-06-20,0.829
2012-06-21,0.828
2012-06-22,0.828
2012-06-23,0.833
2012-06-24,0.833
2012-06-25,0.833
2012-06-26,0.829
2012-06-27,0.836
2012-06-28,0.834
2012-06-29,0.834
2012-06-30,0.832
2012-07-01,0.832
2012-07-02,0.832
2012-07-03,0.832
2012-07-04,0.832
2012-07-05,0.832
2012-07-06,0.84
2012-07-07,0.838
2012-07-08,0.838
2012-07-09,0.838
2012-07-10,0.836
2012-07-11,0.839
2012-07-12,0.841
2012-07-13,0.838
2012-07-14,0.836
2012-07-15,0.836
2012-07-16,0.836
2012-07-17,0.831
2012-07-18,0.83
2012-07-19,0.83
2012-07-20,0.828
2012-07-21,0.828
2012-07-22,0.828
2012-07-23,0.828
2012-07-24,0.829
2012-07-25,0.832
2012-07-26,0.831
2012-07-27,0.829
2012-07-28,0.826
2012-07-29,0.826
2012-07-30,0.826
2012-07-31,0.825
2012-08-01,0.829
2012-08-02,0.827
2012-08-03,0.832
2012-08-04,0.834
2012-08-05,0.834
2012-08-06,0.834
2012-08-07,0.828
2012-08-08,0.835
2012-08-09,0.835
2012-08-10,0.834
2012-08-11,0.831
2012-08-12,0.831
2012-08-13,0.831
2012-08-14,0.83
2012-08-15,0.834
2012-08-16,0.836
2012-08-17,0.833
2012-08-18,0.831
2012-08-19,0.831
2012-08-20,0.831
2012-08-21,0.831
2012-08-22,0.833
2012-08-23,0.834
2012-08-24,0.832
2012-08-25,0.834
2012-08-26,0.834
2012-08-27,0.834
2012-08-28,0.835
2012-08-29,0.838
2012-08-30,0.841
2012-08-31,0.841
2012-09-01,0.842
2012-09-02,0.842
2012-09-03,0.842
2012-09-04,0.839
2012-09-05,0.843
2012-09-06,0.844
2012-09-07,0.845
2012-09-08,0.843
2012-09-09,0.843
2012-09-10,0.843
2012-09-11,0.841
2012-09-12,0.842
2012-09-13,0.841
2012-09-14,0.842
2012-09-15,0.84
2012-09-16,0.84
2012-09-17,0.84
2012-09-18,0.838
2012-09-19,0.839
2012-09-20,0.841
2012-09-21,0.843
2012-09-22,0.845
2012-09-23,0.845
2012-09-24,0.845
2012-09-25,0.847
2012-09-26,0.849
2012-09-27,0.849
2012-09-28,0.844
2012-09-29,0.85
2012-09-30,0.85
2012-10-01,0.85
2012-10-02,0.841
2012-10-03,0.852
2012-10-04,0.857
2012-10-05,0.859
2012-10-06,0.857
2012-10-07,0.857
2012-10-08,0.857
2012-10-09,0.857
2012-10-10,0.863
2012-10-11,0.857
2012-10-12,0.855
2012-10-13,0.85
2012-10-14,0.85
2012-10-15,0.85
2012-10-16,0.849
2012-10-17,0.849
2012-10-18,0.857
2012-10-19,0.852
2012-10-20,0.851
2012-10-21,0.851
2012-10-22,0.851
2012-10-23,0.85
2012-10-24,0.851
2012-10-25,0.849
2012-10-26,0.849
2012-10-27,0.851
2012-10-28,0.851
2012-10-29,0.851
2012-10-30,0.85
2012-10-31,0.853
2012-11-01,0.853
2012-11-02,0.849
2012-11-03,0.853
2012-11-04,0.853
2012-11-05,0.853
2012-11-06,0.856
2012-11-07,0.854
2012-11-08,0.854
2012-11-09,0.854
2012-11-10,0.855
2012-11-11,0.855
2012-11-12,0.855
2012-11-13,0.855
2012-11-14,0.857
2012-11-15,0.857
2012-11-16,0.854
2012-11-17,0.853
2012-11-18,0.853
2012-11-19,0.853
2012-11-20,0.851
2012-11-21,0.854
2012-11-22,0.857
2012-11-23,0.855
2012-11-24,0.853
2012-11-25,0.853
2012-11-26,0.853
2012-11-27,0.853
2012-11-28,0.855
2012-11-29,0.857
2012-11-30,0.858
2012-12-01,0.856
2012-12-02,0.856
2012-12-03,0.856
2012-12-04,0.853
2012-12-05,0.855
2012-12-06,0.859
2012-12-07,0.861
2012-12-08,0.861
2012-12-09,0.861
2012-12-10,0.861
2012-12-11,0.858
2012-12-12,0.86
2012-12-13,0.859
2012-12-14,0.859
2012-12-15,0.856
2012-12-16,0.856
2012-12-17,0.856
2012-12-18,0.854
2012-12-19,0.857
2012-12-20,0.855
2012-12-21,0.855
2012-12-22,0.854
2012-12-23,0.854
2012-12-24,0.854
2012-12-25,0.854
2012-12-26,0.854
2012-12-27,0.854
2012-12-28,0.855
2012-12-29,0.857
2012-12-30,0.857
2012-12-31,0.857
2013-01-01,0.857
2013-01-02,0.857
2013-01-03,0.857
2013-01-04,0.857
2013-01-05,0.863
2013-01-06,0.863
2013-01-07,0.863
2013-01-08,0.863
2013-01-09,0.861
2013-01-10,0.865
2013-01-11,0.866
2013-01-12,0.866
2013-01-13,0.866
2013-01-14,0.866
2013-01-15,0.865
2013-01-16,0.866
2013-01-17,0.865
2013-01-18,0.862
2013-01-19,0.861
2013-01-20,0.861
2013-01-21,0.861
2013-01-22,0.861
2013-01-23,0.864
2013-01-24,0.864
2013-01-25,0.863
2013-01-26,0.863
2013-01-27,0.863
2013-01-28,0.863
2013-01-29,0.861
2013-01-30,0.865
2013-01-31,0.863
2013-02-01,0.866
2013-02-02,0.864
2013-02-03,0.864
2013-02-04,0.864
2013-02-05,0.866
2013-02-06,0.868
2013-02-07,0.868
2013-02-08,0.867
2013-02-09,0.865
2013-02-10,0.865
2013-02-11,0.865
2013-02-12,0.863
2013-02-13,0.865
2013-02-14,0.865
2013-02-15,0.863
2013-02-16,0.861
2013-02-17,0.861
2013-02-18,0.861
2013-02-19,0.859
2013-02-20,0.858
2013-02-21,0.858
2013-02-22,0.858
2013-02-23,0.857
2013-02-24,0.857
2013-02-25,0.857
2013-02-26,0.86
2013-02-27,0.861
2013-02-28,0.863
2013-03-01,0.86
2013-03-02,0.86
2013-03-03,0.86
2013-03-04,0.86
2013-03-05,0.863
2013-03-06,0.864
2013-03-07,0.864
2013-03-08,0.863
2013-03-09,0.863
2013-03-10,0.863
2013-03-11,0.863
2013-03-12,0.861
2013-03-13,0.859
2013-03-14,0.862
2013-03-15,0.862
2013-03-16,0.86
2013-03-17,0.86
2013-03-18,0.86
2013-03-19,0.862
2013-03-20,0.86
2013-03-21,0.86
2013-03-22,0.861
2013-03-23,0.863
2013-03-24,0.863
2013-03-25,0.863
2013-03-26,0.862
2013-03-27,0.865
2013-03-28,0.866
2013-03-29,0.868
2013-03-30,0.867
2013-03-31,0.867
2013-04-01,0.867
2013-04-02,0.867
2013-04-03,0.869
2013-04-04,0.87
2013-04-05,0.869
2013-04-06,0.868
2013-04-07,0.868
2013-04-08,0.868
2013-04-09,0.865
2013-04-10,0.862
2013-04-11,0.861
2013-04-12,0.862
2013-04-13,0.863
2013-04-14,0.863
2013-04-15,0.863
2013-04-16,0.865
2013-04-17,0.865
2013-04-18,0.863
2013-04-19,0.866
2013-04-20,0.864
2013-04-21,0.864
2013-04-22,0.864
2013-04-23,0.862
2013-04-24,0.862
2013-04-25,0.865
2013-04-26,0.865
2013-04-27,0.866
2013-04-28,0.866
2013-04-29,0.866
2013-04-30,0.865
2013-05-01,0.867
2013-05-02,0.867
2013-05-03,0.866
2013-05-04,0.868
2013-05-05,0.868
2013-05-06,0.868
2013-05-07,0.867
2013-05-08,0.869
2013-05-09,0.866
