date,price
2013-05-10,0.866
2013-05-11,0.866
2013-05-12,0.866
2013-05-13,0.866
2013-05-14,0.866
2013-05-15,0.866
2013-05-16,0.865
2013-05-17,0.868
2013-05-18,0.867
2013-05-19,0.867
2013-05-20,0.867
2013-05-21,0.865
2013-05-22,0.868
2013-05-23,0.869
2013-05-24,0.868
2013-05-25,0.868
2013-05-26,0.868
2013-05-27,0.868
2013-05-28,0.868
2013-05-29,0.87
2013-05-30,0.87
2013-05-31,0.868
2013-06-01,0.869
2013-06-02,0.869
2013-06-03,0.869
2013-06-04,0.869
2013-06-05,0.87
2013-06-06,0.872
2013-06-07,0.871
2013-06-08,0.869
2013-06-09,0.869
2013-06-10,0.869
2013-06-11,0.867
2013-06-12,0.87
2013-06-13,0.872
2013-06-14,0.873
2013-06-15,0.869
2013-06-16,0.869
2013-06-17,0.869
2013-06-18,0.867
2013-06-19,0.867
2013-06-20,0.872
2013-06-21,0.874
2013-06-22,0.874
2013-06-23,0.874
2013-06-24,0.874
2013-06-25,0.873
2013-06-26,0.874
2013-06-27,0.877
2013-06-28,0.879
2013-06-29,0.879
2013-06-30,0.879
2013-07-01,0.879
2013-07-02,0.879
2013-07-03,0.881
2013-07-04,0.881
2013-07-05,0.881
2013-07-06,0.884
2013-07-07,0.884
2013-07-08,0.884
2013-07-09,0.884
2013-07-10,0.886
2013-07-11,0.888
2013-07-12,0.881
2013-07-13,0.882
2013-07-14,0.882
2013-07-15,0.882
2013-07-16,0.884
2013-07-17,0.884
2013-07-18,0.886
2013-07-19,0.885
2013-07-20,0.884
2013-07-21,0.884
2013-07-22,0.884
2013-07-23,0.884
2013-07-24,0.885
2013-07-25,0.885
2013-07-26,0.886
2013-07-27,0.887
2013-07-28,0.887
2013-07-29,0.887
2013-07-30,0.885
2013-07-31,0.888
2013-08-01,0.888
2013-08-02,0.889
2013-08-03,0.889
2013-08-04,0.889
2013-08-05,0.889
2013-08-06,0.889
2013-08-07,0.891
2013-08-08,0.89
2013-08-09,0.889
2013-08-10,0.89
2013-08-11,0.89
2013-08-12,0.89
2013-08-13,0.892
2013-08-14,0.889
2013-08-15,0.892
2013-08-16,0.891
2013-08-17,0.892
2013-08-18,0.892
2013-08-19,0.892
2013-08-20,0.891
2013-08-21,0.892
2013-08-22,0.892
2013-08-23,0.893
2013-08-24,0.893
2013-08-25,0.893
2013-08-26,0.893
2013-08-27,0.893
2013-08-28,0.895
2013-08-29,0.896
2013-08-30,0.899
2013-08-31,0.899
2013-09-01,0.899
2013-09-02,0.899
2013-09-03,0.899
2013-09-04,0.902
2013-09-05,0.903
2013-09-06,0.903
2013-09-07,0.904
2013-09-08,0.904
2013-09-09,0.904
2013-09-10,0.903
2013-09-11,0.905
2013-09-12,0.905
2013-09-13,0.903
2013-09-14,0.902
2013-09-15,0.902
2013-09-16,0.902
2013-09-17,0.901
2013-09-18,0.902
2013-09-19,0.903
2013-09-20,0.902
2013-09-21,0.903
2013-09-22,0.903
2013-09-23,0.903
2013-09-24,0.904
2013-09-25,0.904
2013-09-26,0.905
2013-09-27,0.907
2013-09-28,0.908
2013-09-29,0.908
2013-09-30,0.908
2013-10-01,0.909
2013-10-02,0.909
2013-10-03,0.911
2013-10-04,0.91
2013-10-05,0.911
2013-10-06,0.911
2013-10-07,0.911
2013-10-08,0.914
2013-10-09,0.915
2013-10-10,0.915
2013-10-11,0.916
2013-10-12,0.915
2013-10-13,0.915
2013-10-14,0.915
2013-10-15,0.915
2013-10-16,0.916
2013-10-17,0.917
2013-10-18,0.916
2013-10-19,0.915
2013-10-20,0.915
2013-10-21,0.915
2013-10-22,0.915
2013-10-23,0.915
2013-10-24,0.915
2013-10-25,0.916
2013-10-26,0.917
2013-10-27,0.917
2013-10-28,0.917
2013-10-29,0.918
2013-10-30,0.92
2013-10-31,0.921
2013-11-01,0.923
2013-11-02,0.92
2013-11-03,0.92
2013-11-04,0.92
2013-11-05,0.922
2013-11-06,0.923
2013-11-07,0.923
2013-11-08,0.923
2013-11-09,0.925
2013-11-10,0.925
2013-11-11,0.925
2013-11-12,0.925
2013-11-13,0.927
2013-11-14,0.927
2013-11-15,0.928
2013-11-16,0.927
2013-11-17,0.927
2013-11-18,0.927
2013-11-19,0.928
2013-11-20,0.929
2013-11-21,0.929
2013-11-22,0.929
2013-11-23,0.93
2013-11-24,0.93
2013-11-25,0.93
2013-11-26,0.93
2013-11-27,0.932
2013-11-28,0.933
2013-11-29,0.933
2013-11-30,0.934
2013-12-01,0.934
2013-12-02,0.934
2013-12-03,0.935
2013-12-04,0.938
2013-12-05,0.939
2013-12-06,0.939
2013-12-07,0.94
2013-12-08,0.94
2013-12-09,0.94
2013-12-10,0.94
2013-12-11,0.941
2013-12-12,0.941
2013-12-13,0.942
2013-12-14,0.944
2013-12-15,0.944
2013-12-16,0.944
2013-12-17,0.944
2013-12-18,0.945
2013-12-19,0.946
2013-12-20,0.947
2013-12-21,0.948
2013-12-22,0.948
2013-12-23,0.948
2013-12-24,0.948
2013-12-25,0.948
2013-12-26,0.948
2013-12-27,0.949
2013-12-28,0.95
2013-12-29,0.95
2013-12-30,0.95
2013-12-31,0.951
2014-01-01,0.952
2014-01-02,0.952
2014-01-03,0.952
2014-01-04,0.952
2014-01-05,0.952
2014-01-06,0.952
2014-01-07,0.952
2014-01-08,0.952
2014-01-09,0.953
2014-01-10,0.954
2014-01-11,0.954
2014-01-12,0.954
2014-01-13,0.954
2014-01-14,0.954
2014-01-15,0.955
2014-01-16,0.956
2014-01-17,0.956
2014-01-18,0.957
2014-01-19,0.957
2014-01-20,0.957
2014-01-21,0.957
2014-01-22,0.958
2014-01-23,0.959
2014-01-24,0.959
2014-01-25,0.96
2014-01-26,0.96
2014-01-27,0.96
2014-01-28,0.961
2014-01-29,0.962
2014-01-30,0.963
2014-01-31,0.964
2014-02-01,0.964
2014-02-02,0.964
2014-02-03,0.964
2014-02-04,0.965
2014-02-05,0.966
2014-02-06,0.966
2014-02-07,0.966
2014-02-08,0.967
2014-02-09,0.967
2014-02-10,0.967
2014-02-11,0.968
2014-02-12,0.969
2014-02-13,0.969
2014-02-14,0.97
2014-02-15,0.971
2014-02-16,0.971
2014-02-17,0.971
2014-02-18,0.971
2014-02-19,0.971
2014-02-20,0.972
2014-02-21,0.972
2014-02-22,0.973
2014-02-23,0.973
2014-02-24,0.973
2014-02-25,0.973
2014-02-26,0.974
2014-02-27,0.975
2014-02-28,0.976
2014-03-01,0.977
2014-03-02,0.977
2014-03-03,0.977
2014-03-04,0.977
2014-03-05,0.978
2014-03-06,0.979
2014-03-07,0.979
2014-03-08,0.979
2014-03-09,0.979
2014-03-10,0.979
2014-03-11,0.98
2014-03-12,0.98
2014-03-13,0.981
2014-03-14,0.981
2014-03-15,0.982
2014-03-16,0.982
2014-03-17,0.982
2014-03-18,0.982
2014-03-19,0.983
2014-03-20,0.983
2014-03-21,0.984
2014-03-22,0.984
2014-03-23,0.984
2014-03-24,0.984
2014-03-25,0.985
2014-03-26,0.985
2014-03-27,0.985
2014-03-28,0.986
2014-03-29,0.987
2014-03-30,0.987
2014-03-31,0.987
2014-04-01,0.988
2014-04-02,0.989
2014-04-03,0.99
2014-04-04,0.99
2014-04-05,0.99
2014-04-06,0.99
2014-04-07,0.99
2014-04-08,0.991
2014-04-09,0.991
2014-04-10,0.992
2014-04-11,0.992
2014-04-12,0.992
2014-04-13,0.992
2014-04-14,0.992
2014-04-15,0.993
2014-04-16,0.994
2014-04-17,0.994
2014-04-18,0.995
2014-04-19,0.995
2014-04-20,0.995
2014-04-21,0.995
2014-04-22,0.996
2014-04-23,0.996
2014-04-24,0.997
2014-04-25,0.997
2014-04-26,0.998
2014-04-27,0.998
2014-04-28,0.998
2014-04-29,0.998
2014-04-30,0.998
2014-05-01,0.998
2014-05-02,0.998
2014-05-03,0.998
2014-05-04,0.998
2014-05-05,0.998
2014-05-06,0.999
2014-05-07,0.999
2014-05-08,1.0
2014-05-09,1.0
2014-05-10,1.0
2014-05-11,1.0
2014-05-12,1.0
2014-05-13,1.001
2014-05-14,1.001
2014-05-15,1.002
2014-05-16,1.002
2014-05-17,1.003
2014-05-18,1.003
2014-05-19,1.003
2014-05-20,1.003
2014-05-21,1.004
2014-05-22,1.004
2014-05-23,1.005
2014-05-24,1.006
2014-05-25,1.006
2014-05-26,1.006
2014-05-27,1.006
2014-05-28,1.007
2014-05-29,1.008
2014-05-30,1.008
2014-05-31,1.009
2014-06-01,1.009
2014-06-02,1.009
2014-06-03,1.01
2014-06-04,1.011
2014-06-05,1.011
2014-06-06,1.012
2014-06-07,1.013
2014-06-08,1.013
2014-06-09,1.013
2014-06-10,1.013
2014-06-11,1.014
2014-06-12,1.014
2014-06-13,1.015
2014-06-14,1.015
2014-06-15,1.015
2014-06-16,1.015
2014-06-17,1.016
2014-06-18,1.017
2014-06-19,1.017
2014-06-20,1.017
2014-06-21,1.018
2014-06-22,1.018
2014-06-23,1.018
2014-06-24,1.018
2014-06-25,1.018
2014-06-26,1.019
2014-06-27,1.019
2014-06-28,1.02
2014-06-29,1.02
2014-06-30,1.02
2014-07-01,1.02
2014-07-02,1.021
2014-07-03,1.021
2014-07-04,1.021
2014-07-05,1.021
2014-07-06,1.021
2014-07-07,1.021
2014-07-08,1.022
2014-07-09,1.023
2014-07-10,1.023
2014-07-11,1.024
2014-07-12,1.024
2014-07-13,1.024
2014-07-14,1.024
2014-07-15,1.025
2014-07-16,1.025
2014-07-17,1.026
2014-07-18,1.027
2014-07-19,1.027
2014-07-20,1.027
2014-07-21,1.027
2014-07-22,1.028
2014-07-23,1.028
2014-07-24,1.029
2014-07-25,1.029
2014-07-26,1.03
2014-07-27,1.03
2014-07-28,1.03
2014-07-29,1.03
2014-07-30,1.031
2014-07-31,1.031
2014-08-01,1.032
2014-08-02,1.032
2014-08-03,1.032
2014-08-04,1.032
2014-08-05,1.033
2014-08-06,1.034
2014-08-07,1.034
2014-08-08,1.035
2014-08-09,1.035
2014-08-10,1.035
2014-08-11,1.035
2014-08-12,1.036
2014-08-13,1.036
2014-08-14,1.037
2014-08-15,1.037
2014-08-16,1.038
2014-08-17,1.038
2014-08-18,1.038
2014-08-19,1.038
2014-08-20,1.039
2014-08-21,1.039
2014-08-22,1.04
2014-08-23,1.04
2014-08-24,1.04
2014-08-25,1.04
2014-08-26,1.041
2014-08-27,1.041
2014-08-28,1.042
2014-08-29,1.042
2014-08-30,1.043
2014-08-31,1.043
2014-09-01,1.043
2014-09-02,1.043
2014-09-03,1.044
2014-09-04,1.045
2014-09-05,1.045
2014-09-06,1.046
2014-09-07,1.046
2014-09-08,1.046
2014-09-09,1.047
2014-09-10,1.047
2014-09-11,1.048
2014-09-12,1.049
2014-09-13,1.049
2014-09-14,1.049
2014-09-15,1.049
2014-09-16,1.05
2014-09-17,1.051
2014-09-18,1.052
2014-09-19,1.053
2014-09-20,1.054
2014-09-21,1.054
2014-09-22,1.054
2014-09-23,1.054
2014-09-24,1.055
2014-09-25,1.056
2014-09-26,1.057
2014-09-27,1.057
2014-09-28,1.057
2014-09-29,1.057
2014-09-30,1.058
2014-10-01,1.059
2014-10-02,1.06
2014-10-03,1.061
2014-10-04,1.062
2014-10-05,1.062
2014-10-06,1.062
2014-10-07,1.062
2014-10-08,1.063
2014-10-09,1.063
2014-10-10,1.064
2014-10-11,1.064
2014-10-12,1.064
2014-10-13,1.064
2014-10-14,1.065
2014-10-15,1.065
2014-10-16,1.066
2014-10-17,1.066
2014-10-18,1.067
2014-10-19,1.067
2014-10-20,1.067
2014-10-21,1.067
2014-10-22,1.068
2014-10-23,1.068
2014-10-24,1.069
2014-10-25,1.069
2014-10-26,1.069
2014-10-27,1.069
2014-10-28,1.07
2014-10-29,1.07
2014-10-30,1.071
2014-10-31,1.071
2014-11-01,1.072
2014-11-02,1.072
2014-11-03,1.072
2014-11-04,1.072
2014-11-05,1.072
2014-11-06,1.073
2014-11-07,1.074
2014-11-08,1.074
2014-11-09,1.074
2014-11-10,1.074
2014-11-11,1.074
2014-11-12,1.074
2014-11-13,1.075
2014-11-14,1.075
2014-11-15,1.076
2014-11-16,1.076
2014-11-17,1.076
2014-11-18,1.077
2014-11-19,1.077
2014-11-20,1.077
2014-11-21,1.078
2014-11-22,1.078
2014-11-23,1.078
2014-11-24,1.078
2014-11-25,1.079
2014-11-26,1.079
2014-11-27,1.08
2014-11-28,1.08
2014-11-29,1.081
2014-11-30,1.081
2014-12-01,1.081
2014-12-02,1.081
2014-12-03,1.082
2014-12-04,1.082
2014-12-05,1.083
2014-12-06,1.084
2014-12-07,1.084
2014-12-08,1.084
2014-12-09,1.084
2014-12-10,1.085
2014-12-11,1.085
2014-12-12,1.086
2014-12-13,1.086
2014-12-14,1.086
2014-12-15,1.086
2014-12-16,1.087
2014-12-17,1.087
2014-12-18,1.088
2014-12-19,1.089
2014-12-20,1.089
2014-12-21,1.09
2014-12-22,1.09
2014-12-23,1.093
2014-12-24,1.095
2014-12-25,1.103
2014-12-26,1.103
2014-12-27,1.103
2014-12-28,1.103
2014-12-29,1.103
2014-12-30,1.18
2014-12-31,1.185
2015-01-01,1.19
2015-01-02,1.19
2015-01-03,1.19
2015-01-04,1.19
2015-01-05,1.19
2015-01-06,1.274
2015-01-07,1.28
2015-01-08,1.28
2015-01-09,1.376
2015-01-10,1.406
2015-01-11,1.406
2015-01-12,1.406
2015-01-13,1.431
2015-01-14,1.433
2015-01-15,1.501
2015-01-16,1.496
2015-01-17,1.488
2015-01-18,1.488
2015-01-19,1.488
2015-01-20,1.485
2015-01-21,1.483
2015-01-22,1.491
2015-01-23,1.489
2015-01-24,1.491
2015-01-25,1.491
2015-01-26,1.491
2015-01-27,1.51
2015-01-28,1.531
2015-01-29,1.521
2015-01-30,1.536
2015-01-31,1.54
2015-02-01,1.54
2015-02-02,1.54
2015-02-03,1.545
2015-02-04,1.542
2015-02-05,1.515
2015-02-06,1.541
2015-02-07,1.527
2015-02-08,1.527
2015-02-09,1.527
2015-02-10,1.521
2015-02-11,1.52
2015-02-12,1.533
2015-02-13,1.53
2015-02-14,1.509
2015-02-15,1.509
2015-02-16,1.509
2015-02-17,1.486
2015-02-18,1.491
2015-02-19,1.491
2015-02-20,1.477
2015-02-21,1.477
2015-02-22,1.477
2015-02-23,1.477
2015-02-24,1.486
2015-02-25,1.499
2015-02-26,1.492
2015-02-27,1.475
2015-02-28,1.489
2015-03-01,1.489
2015-03-02,1.489
2015-03-03,1.496
2015-03-04,1.508
2015-03-05,1.508
2015-03-06,1.502
2015-03-07,1.486
2015-03-08,1.486
2015-03-09,1.486
2015-03-10,1.495
2015-03-11,1.497
2015-03-12,1.52
2015-03-13,1.507
2015-03-14,1.506
2015-03-15,1.506
2015-03-16,1.506
2015-03-17,1.512
2015-03-18,1.51
2015-03-19,1.511
2015-03-20,1.476
2015-03-21,1.479
2015-03-22,1.479
2015-03-23,1.479
2015-03-24,1.468
2015-03-25,1.457
2015-03-26,1.456
2015-03-27,1.449
2015-03-28,1.464
2015-03-29,1.464
2015-03-30,1.464
2015-03-31,1.474
2015-04-01,1.47
2015-04-02,1.472
2015-04-03,1.468
2015-04-04,1.462
2015-04-05,1.462
2015-04-06,1.462
2015-04-07,1.457
2015-04-08,1.449
2015-04-09,1.451
2015-04-10,1.435
2015-04-11,1.433
2015-04-12,1.433
2015-04-13,1.433
2015-04-14,1.444
2015-04-15,1.442
2015-04-16,1.433
2015-04-17,1.427
2015-04-18,1.429
2015-04-19,1.429
2015-04-20,1.429
2015-04-21,1.429
2015-04-22,1.429
2015-04-23,1.458
2015-04-24,1.436
2015-04-25,1.424
2015-04-26,1.424
2015-04-27,1.424
2015-04-28,1.444
2015-04-29,1.456
2015-04-30,1.447
2015-05-01,1.427
2015-05-02,1.427
2015-05-03,1.427
2015-05-04,1.427
2015-05-05,1.43
2015-05-06,1.447
2015-05-07,1.425
2015-05-08,1.426
2015-05-09,1.428
2015-05-10,1.428
2015-05-11,1.428
2015-05-12,1.432
2015-05-13,1.428
2015-05-14,1.416
2015-05-15,1.418
2015-05-16,1.415
2015-05-17,1.415
2015-05-18,1.415
2015-05-19,1.404
2015-05-20,1.417
2015-05-21,1.429
2015-05-22,1.438
2015-05-23,1.432
2015-05-24,1.432
2015-05-25,1.432
2015-05-26,1.441
2015-05-27,1.453
2015-05-28,1.463
2015-05-29,1.481
2015-05-30,1.489
2015-05-31,1.489
2015-06-01,1.489
2015-06-02,1.4815
2015-06-03,1.4912
2015-06-04,1.4943
2015-06-05,1.513
2015-06-06,1.5316
2015-06-07,1.5316
2015-06-08,1.5316
2015-06-09,1.5412
2015-06-10,1.5488
2015-06-11,1.5353
2015-06-12,1.5336
2015-06-13,1.5345
2015-06-14,1.5345
2015-06-15,1.5345
2015-06-16,1.5435
2015-06-17,1.5422
2015-06-18,1.5461
2015-06-19,1.536
2015-06-20,1.5293
2015-06-21,1.5293
2015-06-22,1.5293
2015-06-23,1.5318
2015-06-24,1.5377
2015-06-25,1.5378
2015-06-26,1.538
2015-06-27,1.5308
2015-06-28,1.5308
2015-06-29,1.5308
2015-06-30,1.5346
2015-07-01,1.5333
2015-07-02,1.5357
2015-07-03,1.5396
2015-07-04,1.5396
2015-07-05,1.5396
2015-07-06,1.5396
2015-07-07,1.54
2015-07-08,1.5432
2015-07-09,1.5446
2015-07-10,1.546
2015-07-11,1.5391
2015-07-12,1.5391
2015-07-13,1.5391
2015-07-14,1.5237
2015-07-15,1.533
2015-07-16,1.5349
2015-07-17,1.5317
2015-07-18,1.5187
2015-07-19,1.5187
2015-07-20,1.5187
2015-07-21,1.5182
2015-07-22,1.52
2015-07-23,1.5197
2015-07-24,1.5108
2015-07-25,1.512
2015-07-26,1.512
2015-07-27,1.512
2015-07-28,1.5126
2015-07-29,1.52
2015-07-30,1.5212
2015-07-31,1.5221
2015-08-01,1.5248
2015-08-02,1.5248
2015-08-03,1.5248
2015-08-04,1.5345
2015-08-05,1.5497
2015-08-06,1.5565
2015-08-07,1.5707
2015-08-08,1.569
2015-08-09,1.569
2015-08-10,1.569
2015-08-11,1.5805
2015-08-12,1.5771
2015-08-13,1.5989
2015-08-14,1.5997
2015-08-15,1.5991
2015-08-16,1.5991
2015-08-17,1.5991
2015-08-18,1.6024
2015-08-19,1.6259
2015-08-20,1.6423
2015-08-21,1.6498
2015-08-22,1.673
2015-08-23,1.673
2015-08-24,1.673
2015-08-25,1.7601
2015-08-26,1.7836
2015-08-27,1.77
2015-08-28,1.7667
2015-08-29,1.7539
2015-08-30,1.7539
2015-08-31,1.7539
2015-09-01,1.7452
2015-09-02,1.7399
2015-09-03,1.7491
2015-09-04,1.7573
2015-09-05,1.7683
2015-09-06,1.7683
2015-09-07,1.7683
2015-09-08,1.7791
2015-09-09,1.7816
2015-09-10,1.7807
2015-09-11,1.784
2015-09-12,1.7801
2015-09-13,1.7801
2015-09-14,1.7801
2015-09-15,1.7798
2015-09-16,1.7762
2015-09-17,1.772
2015-09-18,1.7636
2015-09-19,1.7531
2015-09-20,1.7531
2015-09-21,1.7531
2015-09-22,1.753
2015-09-23,1.7557
2015-09-24,1.7603
2015-09-25,1.7672
2015-09-26,1.7707
2015-09-27,1.7707
2015-09-28,1.7707
2015-09-29,1.7691
2015-09-30,1.7703
2015-10-01,1.7688
2015-10-02,1.7673
2015-10-03,1.7723
2015-10-04,1.7723
2015-10-05,1.7723
2015-10-06,1.774
2015-10-07,1.7629
2015-10-08,1.7413
2015-10-09,1.7338
2015-10-10,1.7202
2015-10-11,1.7202
2015-10-12,1.7202
2015-10-13,1.7162
2015-10-14,1.7243
2015-10-15,1.7343
2015-10-16,1.7248
2015-10-17,1.7194
2015-10-18,1.7194
2015-10-19,1.7194
2015-10-20,1.7179
2015-10-21,1.7273
2015-10-22,1.7252
2015-10-23,1.7273
2015-10-24,1.7258
2015-10-25,1.7258
2015-10-26,1.7258
2015-10-27,1.7313
2015-10-28,1.7358
2015-10-29,1.7469
2015-10-30,1.745
2015-10-31,1.7438
2015-11-01,1.7438
2015-11-02,1.7438
2015-11-03,1.7421
2015-11-04,1.7447
2015-11-05,1.7413
2015-11-06,1.7505
2015-11-07,1.75
2015-11-08,1.75
2015-11-09,1.75
2015-11-10,1.7641
2015-11-11,1.764
2015-11-12,1.7648
2015-11-13,1.7745
2015-11-14,1.7869
2015-11-15,1.7869
2015-11-16,1.7869
2015-11-17,1.7889
2015-11-18,1.7896
2015-11-19,1.7915
2015-11-20,1.7924
2015-11-21,1.7927
2015-11-22,1.7927
2015-11-23,1.7927
2015-11-24,1.7976
2015-11-25,1.8042
2015-11-26,1.8127
2015-11-27,1.8266
2015-11-28,1.8153
2015-11-29,1.8153
2015-11-30,1.8153
2015-12-01,1.8098
2015-12-02,1.803
2015-12-03,1.8085
2015-12-04,1.8184
2015-12-05,1.8087
2015-12-06,1.8087
2015-12-07,1.8087
2015-12-08,1.8175
2015-12-09,1.826
2015-12-10,1.8259
2015-12-11,1.8248
2015-12-12,1.825
2015-12-13,1.825
2015-12-14,1.825
2015-12-15,1.8303
2015-12-16,1.829
2015-12-17,1.831
2015-12-18,1.8338
2015-12-19,1.837
2015-12-20,1.837
2015-12-21,1.837
2015-12-22,1.8376
2015-12-23,1.8375
2015-12-24,1.8368
2015-12-25,1.8289
2015-12-26,1.8289
2015-12-27,1.8289
2015-12-28,1.8289
2015-12-29,1.837
2015-12-30,1.8555
2015-12-31,1.8569
2016-01-01,1.8569
2016-01-02,1.8569
2016-01-03,1.8569
2016-01-04,1.8569
2016-01-05,1.8628
2016-01-06,1.8667
2016-01-07,1.8752
2016-01-08,1.8752
2016-01-09,1.8752
2016-01-10,1.8752
2016-01-11,1.8752
2016-01-12,1.9048
2016-01-13,1.9234
2016-01-14,1.9326
2016-01-15,1.9514
2016-01-16,1.9864
2016-01-17,2.0132
2016-01-18,2.0132
2016-01-19,2.0419
2016-01-20,2.0412
2016-01-21,2.0461
2016-01-22,2.1564
2016-01-23,2.1095
2016-01-24,2.1095
2016-01-25,2.1095
2016-01-26,2.0746
2016-01-27,2.1251
2016-01-28,2.1365
2016-01-29,2.1234
2016-01-30,2.0823
2016-01-31,2.0823
2016-02-01,2.0823
2016-02-02,2.1006
2016-02-03,2.1568
2016-02-04,2.1718
2016-02-05,2.1486
2016-02-06,2.1668
2016-02-07,2.1668
2016-02-08,2.1668
2016-02-09,2.166
2016-02-10,2.1959
2016-02-11,2.2069
2016-02-12,2.2034
2016-02-13,2.2065
2016-02-14,2.2065
2016-02-15,2.2065
2016-02-16,2.1892
2016-02-17,2.1686
2016-02-18,2.1914
2016-02-19,2.1616
2016-02-20,2.1683
2016-02-21,2.1683
2016-02-22,2.1683
2016-02-23,2.1644
2016-02-24,2.161
2016-02-25,2.1664
2016-02-26,2.1648
2016-02-27,2.1482
2016-02-28,2.1482
2016-02-29,2.1482
2016-03-01,2.1506
2016-03-02,2.1277
2016-03-03,2.1275
2016-03-04,2.1362
2016-03-05,2.1235
2016-03-06,2.0913
2016-03-07,2.0913
2016-03-08,2.0913
2016-03-09,2.0913
2016-03-10,2.0985
2016-03-11,2.0838
2016-03-12,2.0666
2016-03-13,2.0666
2016-03-14,2.0666
2016-03-15,2.0616
2016-03-16,2.0675
2016-03-17,2.0725
2016-03-18,2.0344
2016-03-19,2.0278
2016-03-20,2.0278
2016-03-21,2.0278
2016-03-22,2.0313
2016-03-23,2.0219
2016-03-24,2.0161
2016-03-25,2.0278
2016-03-26,2.0232
2016-03-27,2.0232
2016-03-28,2.0232
2016-03-29,2.0119
2016-03-30,2.0262
2016-03-31,2.0133
2016-04-01,2.0139
2016-04-02,1.9996
2016-04-03,1.9996
2016-04-04,1.9996
2016-04-05,2.0206
2016-04-06,2.0254
2016-04-07,2.0236
2016-04-08,2.0092
2016-04-09,2.0029
2016-04-10,2.0029
2016-04-11,2.0029
2016-04-12,1.9958
2016-04-13,1.9864
2016-04-14,1.9849
2016-04-15,1.9989
2016-04-16,1.9907
2016-04-17,1.9907
2016-04-18,1.9907
2016-04-19,2.0213
2016-04-20,1.9842
2016-04-21,1.9829
2016-04-22,1.9653
2016-04-23,1.9687
2016-04-24,1.9687
2016-04-25,1.9687
2016-04-26,1.9703
2016-04-27,1.9668
2016-04-28,1.9495
2016-04-29,1.9382
2016-04-30,1.9214
2016-05-01,1.9214
2016-05-02,1.9214
2016-05-03,1.918
2016-05-04,1.9121
2016-05-05,1.94
2016-05-06,1.9389
2016-05-07,1.9434
2016-05-08,1.9434
2016-05-09,1.9434
2016-05-10,1.9434
2016-05-11,1.9434
2016-05-12,1.9461
2016-05-13,1.9234
2016-05-14,1.9266
2016-05-15,1.9266
2016-05-16,1.9266
2016-05-17,1.9261
2016-05-18,1.9247
2016-05-19,1.9375
2016-05-20,1.9592
2016-05-21,1.9608
2016-05-22,1.9608
2016-05-23,1.9608
2016-05-24,1.968
2016-05-25,1.9759
2016-05-26,1.9703
2016-05-27,1.9619
2016-05-28,1.9712
2016-05-29,1.9712
2016-05-30,1.9712
2016-05-31,1.9788
2016-06-01,1.9788
2016-06-02,1.9877
2016-06-03,1.9921
2016-06-04,2.0007
2016-06-05,2.0007
2016-06-06,2.0007
2016-06-07,1.9869
2016-06-08,1.985
2016-06-09,1.9807
2016-06-10,1.968
2016-06-11,1.9823
2016-06-12,1.9823
2016-06-13,1.9823
2016-06-14,1.9932
2016-06-15,2.0007
2016-06-16,2.0047
2016-06-17,2.0028
2016-06-18,1.9967
2016-06-19,1.9967
2016-06-20,1.9967
2016-06-21,1.9727
2016-06-22,1.9742
2016-06-23,1.9759
2016-06-24,1.9801
2016-06-25,2.0051
2016-06-26,2.0051
2016-06-27,2.0051
2016-06-28,2.0036
2016-06-29,2.0041
2016-06-30,2.0053
2016-07-01,2.0053
2016-07-02,2.0053
2016-07-03,2.0053
2016-07-04,2.0053
2016-07-05,1.9979
2016-07-06,2.0048
2016-07-07,2.0159
2016-07-08,2.0121
2016-07-09,2.0124
2016-07-10,2.0124
2016-07-11,2.0124
2016-07-12,2.012
2016-07-13,2.0043
2016-07-14,2.0046
2016-07-15,1.994
2016-07-16,1.9828
2016-07-17,1.9828
2016-07-18,1.9828
2016-07-19,1.9824
2016-07-20,1.9776
2016-07-21,1.9807
2016-07-22,1.978
2016-07-23,1.985
2016-07-24,1.985
2016-07-25,1.985
2016-07-26,1.9897
2016-07-27,1.9953
2016-07-28,1.9943
2016-07-29,1.9889
2016-07-30,1.9958
2016-07-31,1.9958
2016-08-01,1.9958
2016-08-02,1.9799
2016-08-03,1.9916
2016-08-04,1.9928
2016-08-05,1.9926
2016-08-06,1.9777
2016-08-07,1.9777
2016-08-08,1.9777
2016-08-09,1.9662
2016-08-10,1.9658
2016-08-11,1.9652
2016-08-12,1.9648
2016-08-13,1.9555
2016-08-14,1.9555
2016-08-15,1.9555
2016-08-16,1.9482
2016-08-17,1.9393
2016-08-18,1.9388
2016-08-19,1.9288
2016-08-20,1.9288
2016-08-21,1.9288
2016-08-22,1.9288
2016-08-23,1.9354
2016-08-24,1.9421
2016-08-25,1.9522
2016-08-26,1.9571
2016-08-27,1.9511
2016-08-28,1.9511
2016-08-29,1.9511
2016-08-30,1.9574
2016-08-31,1.9578
2016-09-01,1.9605
2016-09-02,1.9613
2016-09-03,1.9692
2016-09-04,1.9692
2016-09-05,1.9692
2016-09-06,1.9585
2016-09-07,1.9612
2016-09-08,1.9536
2016-09-09,1.9472
2016-09-10,1.9477
2016-09-11,1.9477
2016-09-12,1.9477
2016-09-13,1.9577
2016-09-14,1.9563
2016-09-15,1.956
2016-09-16,1.9574
2016-09-17,1.9524
2016-09-18,1.9524
2016-09-19,1.9524
2016-09-20,1.9511
2016-09-21,1.9481
2016-09-22,1.9457
2016-09-23,1.9334
