<TICKER> <PER> <DATE> <TIME> <CLOSE>
USDRUB D 20061020 000000 26.8650000
USDRUB D 20061023 000000 26.9020000
USDRUB D 20061024 000000 26.8850000
USDRUB D 20061025 000000 26.8850000
USDRUB D 20061026 000000 26.7450000
USDRUB D 20061027 000000 26.7240000
USDRUB D 20061030 000000 26.7400000
USDRUB D 20061031 000000 26.6990000
USDRUB D 20061101 000000 26.7100000
USDRUB D 20061102 000000 26.6870000
USDRUB D 20061103 000000 26.7620000
USDRUB D 20061106 000000 26.7460000
USDRUB D 20061107 000000 26.6600000
USDRUB D 20061108 000000 26.7000000
USDRUB D 20061109 000000 26.6400000
USDRUB D 20061110 000000 26.6090000
USDRUB D 20061113 000000 26.6490000
USDRUB D 20061114 000000 26.6530000
USDRUB D 20061115 000000 26.6680000
USDRUB D 20061116 000000 26.6790000
USDRUB D 20061117 000000 26.6510000
USDRUB D 20061120 000000 26.6550000
USDRUB D 20061121 000000 26.6450000
USDRUB D 20061122 000000 26.5530000
USDRUB D 20061123 000000 26.5430000
USDRUB D 20061124 000000 26.3950000
USDRUB D 20061127 000000 26.3750000
USDRUB D 20061128 000000 26.3290000
USDRUB D 20061129 000000 26.3460000
USDRUB D 20061130 000000 26.2350000
USDRUB D 20061201 000000 26.1750000
USDRUB D 20061204 000000 26.1800000
USDRUB D 20061205 000000 26.1630000
USDRUB D 20061206 000000 26.1810000
USDRUB D 20061207 000000 26.2130000
USDRUB D 20061208 000000 26.3110000
USDRUB D 20061211 000000 26.2220000
USDRUB D 20061212 000000 26.2600000
USDRUB D 20061213 000000 26.2700000
USDRUB D 20061214 000000 26.3310000
USDRUB D 20061215 000000 26.4200000
USDRUB D 20061218 000000 26.4100000
USDRUB D 20061219 000000 26.2960000
USDRUB D 20061220 000000 26.3370000
USDRUB D 20061221 000000 26.3240000
USDRUB D 20061222 000000 26.3550000
USDRUB D 20061225 000000 26.3520000
USDRUB D 20061226 000000 26.3650000
USDRUB D 20061227 000000 26.3660000
USDRUB D 20061228 000000 26.3330000
USDRUB D 20061229 000000 26.3200000
USDRUB D 20070101 000000 26.3100000
USDRUB D 20070102 000000 26.3040000
USDRUB D 20070103 000000 26.3250000
USDRUB D 20070104 000000 26.3740000
USDRUB D 20070105 000000 26.4650000
USDRUB D 20070108 000000 26.3700000
USDRUB D 20070109 000000 26.4670000
USDRUB D 20070110 000000 26.5400000
USDRUB D 20070111 000000 26.5820000
USDRUB D 20070112 000000 26.5900000
USDRUB D 20070115 000000 26.5550000
USDRUB D 20070116 000000 26.5590000
USDRUB D 20070117 000000 26.5360000
USDRUB D 20070118 000000 26.5300000
USDRUB D 20070119 000000 26.5310000
USDRUB D 20070122 000000 26.5350000
USDRUB D 20070123 000000 26.4810000
USDRUB D 20070124 000000 26.5280000
USDRUB D 20070125 000000 26.5010000
USDRUB D 20070126 000000 26.5540000
USDRUB D 20070129 000000 26.5400000
USDRUB D 20070130 000000 26.5300000
USDRUB D 20070131 000000 26.4840000
USDRUB D 20070201 000000 26.4860000
USDRUB D 20070202 000000 26.5000000
USDRUB D 20070205 000000 26.5320000
USDRUB D 20070206 000000 26.5160000
USDRUB D 20070207 000000 26.4760000
USDRUB D 20070208 000000 26.3220000
USDRUB D 20070209 000000 26.3550000
USDRUB D 20070212 000000 26.3780000
USDRUB D 20070213 000000 26.3410000
USDRUB D 20070214 000000 26.2390000
USDRUB D 20070215 000000 26.2200000
USDRUB D 20070216 000000 26.2140000
USDRUB D 20070219 000000 26.1950000
USDRUB D 20070220 000000 26.2180000
USDRUB D 20070221 000000 26.2050000
USDRUB D 20070222 000000 26.2150000
USDRUB D 20070223 000000 26.1600000
USDRUB D 20070226 000000 26.1860000
USDRUB D 20070227 000000 26.0810000
USDRUB D 20070228 000000 26.1320000
USDRUB D 20070301 000000 26.1640000
USDRUB D 20070302 000000 26.1400000
USDRUB D 20070305 000000 26.2650000
USDRUB D 20070306 000000 26.2290000
USDRUB D 20070307 000000 26.2140000
USDRUB D 20070308 000000 26.2230000
USDRUB D 20070309 000000 26.2280000
USDRUB D 20070312 000000 26.1680000
USDRUB D 20070313 000000 26.1380000
USDRUB D 20070314 000000 26.1150000
USDRUB D 20070315 000000 26.1100000
USDRUB D 20070316 000000 26.0270000
USDRUB D 20070319 000000 26.0440000
USDRUB D 20070320 000000 26.0320000
USDRUB D 20070321 000000 26.0340000
USDRUB D 20070322 000000 26.0430000
USDRUB D 20070323 000000 26.0330000
USDRUB D 20070326 000000 26.0100000
USDRUB D 20070327 000000 26.0000000
USDRUB D 20070328 000000 25.9910000
USDRUB D 20070329 000000 25.9900000
USDRUB D 20070330 000000 25.9650000
USDRUB D 20070402 000000 25.9610000
USDRUB D 20070403 000000 25.9700000
USDRUB D 20070404 000000 25.9860000
USDRUB D 20070405 000000 25.9180000
USDRUB D 20070406 000000 25.9700000
USDRUB D 20070409 000000 25.9900000
USDRUB D 20070410 000000 25.8920000
USDRUB D 20070411 000000 25.9050000
USDRUB D 20070412 000000 25.8570000
USDRUB D 20070413 000000 25.8190000
USDRUB D 20070416 000000 25.7800000
USDRUB D 20070417 000000 25.7800000
USDRUB D 20070418 000000 25.7490000
USDRUB D 20070419 000000 25.7370000
USDRUB D 20070420 000000 25.7280000
USDRUB D 20070423 000000 25.7550000
USDRUB D 20070424 000000 25.7200000
USDRUB D 20070425 000000 25.6810000
USDRUB D 20070426 000000 25.7290000
USDRUB D 20070427 000000 25.6910000
USDRUB D 20070430 000000 25.6700000
USDRUB D 20070501 000000 25.7320000
USDRUB D 20070502 000000 25.7320000
USDRUB D 20070503 000000 25.7500000
USDRUB D 20070504 000000 25.7420000
USDRUB D 20070507 000000 25.7100000
USDRUB D 20070508 000000 25.7950000
USDRUB D 20070509 000000 25.7900000
USDRUB D 20070510 000000 25.8500000
USDRUB D 20070511 000000 25.8150000
USDRUB D 20070514 000000 25.7940000
USDRUB D 20070515 000000 25.7210000
USDRUB D 20070516 000000 25.8180000
USDRUB D 20070517 000000 25.8360000
USDRUB D 20070518 000000 25.8180000
USDRUB D 20070521 000000 25.8760000
USDRUB D 20070522 000000 25.8770000
USDRUB D 20070523 000000 25.8570000
USDRUB D 20070524 000000 25.8880000
USDRUB D 20070525 000000 25.8840000
USDRUB D 20070528 000000 25.8840000
USDRUB D 20070529 000000 25.8720000
USDRUB D 20070530 000000 25.9000000
USDRUB D 20070531 000000 25.8840000
USDRUB D 20070601 000000 25.9000000
USDRUB D 20070604 000000 25.8450000
USDRUB D 20070605 000000 25.8150000
USDRUB D 20070606 000000 25.8400000
USDRUB D 20070607 000000 25.8800000
USDRUB D 20070608 000000 25.9870000
USDRUB D 20070611 000000 25.9770000
USDRUB D 20070612 000000 26.0210000
USDRUB D 20070613 000000 26.0510000
USDRUB D 20070614 000000 26.0300000
USDRUB D 20070615 000000 25.9840000
USDRUB D 20070618 000000 25.9500000
USDRUB D 20070619 000000 25.9270000
USDRUB D 20070620 000000 25.9320000
USDRUB D 20070621 000000 25.9600000
USDRUB D 20070622 000000 25.8910000
USDRUB D 20070625 000000 25.8820000
USDRUB D 20070626 000000 25.7840000
USDRUB D 20070627 000000 25.8210000
USDRUB D 20070628 000000 25.7960000
USDRUB D 20070629 000000 25.7480000
USDRUB D 20070702 000000 25.6290000
USDRUB D 20070703 000000 25.6640000
USDRUB D 20070704 000000 25.6480000
USDRUB D 20070705 000000 25.7050000
USDRUB D 20070706 000000 25.7130000
USDRUB D 20070709 000000 25.6650000
USDRUB D 20070710 000000 25.5540000
USDRUB D 20070711 000000 25.5030000
USDRUB D 20070712 000000 25.5000000
USDRUB D 20070713 000000 25.4480000
USDRUB D 20070716 000000 25.4510000
USDRUB D 20070717 000000 25.4500000
USDRUB D 20070718 000000 25.4300000
USDRUB D 20070719 000000 25.4040000
USDRUB D 20070720 000000 25.3940000
USDRUB D 20070723 000000 25.4000000
USDRUB D 20070724 000000 25.3980000
USDRUB D 20070725 000000 25.4940000
USDRUB D 20070726 000000 25.4780000
USDRUB D 20070727 000000 25.6030000
USDRUB D 20070730 000000 25.5650000
USDRUB D 20070731 000000 25.5340000
USDRUB D 20070801 000000 25.5740000
USDRUB D 20070802 000000 25.5500000
USDRUB D 20070803 000000 25.4750000
USDRUB D 20070806 000000 25.4870000
USDRUB D 20070807 000000 25.4550000
USDRUB D 20070808 000000 25.4360000
USDRUB D 20070809 000000 25.4320000
USDRUB D 20070810 000000 25.4600000
USDRUB D 20070813 000000 25.5300000
USDRUB D 20070814 000000 25.5670000
USDRUB D 20070815 000000 25.6470000
USDRUB D 20070816 000000 25.7950000
USDRUB D 20070817 000000 25.7650000
USDRUB D 20070820 000000 25.7840000
USDRUB D 20070821 000000 25.8740000
USDRUB D 20070822 000000 25.7690000
USDRUB D 20070823 000000 25.7460000
USDRUB D 20070824 000000 25.6800000
USDRUB D 20070827 000000 25.6630000
USDRUB D 20070828 000000 25.7000000
USDRUB D 20070829 000000 25.6370000
USDRUB D 20070830 000000 25.6240000
USDRUB D 20070831 000000 25.6300000
USDRUB D 20070903 000000 25.6140000
USDRUB D 20070904 000000 25.6580000
USDRUB D 20070905 000000 25.6110000
USDRUB D 20070906 000000 25.6420000
USDRUB D 20070907 000000 25.5620000
USDRUB D 20070910 000000 25.5430000
USDRUB D 20070911 000000 25.4520000
USDRUB D 20070912 000000 25.3670000
USDRUB D 20070913 000000 25.3540000
USDRUB D 20070914 000000 25.3510000
USDRUB D 20070917 000000 25.3300000
USDRUB D 20070918 000000 25.3400000
USDRUB D 20070919 000000 25.1880000
USDRUB D 20070920 000000 25.0400000
USDRUB D 20070921 000000 25.0470000
USDRUB D 20070922 000000 25.0470000
USDRUB D 20070924 000000 25.0000000
USDRUB D 20070925 000000 24.9650000
USDRUB D 20070926 000000 24.9790000
USDRUB D 20070927 000000 24.9570000
USDRUB D 20070928 000000 24.8500000
USDRUB D 20070929 000000 24.8500000
USDRUB D 20071001 000000 24.8770000
USDRUB D 20071002 000000 24.9320000
USDRUB D 20071003 000000 24.9880000
USDRUB D 20071004 000000 24.9570000
USDRUB D 20071005 000000 24.9550000
USDRUB D 20071006 000000 24.9550000
USDRUB D 20071008 000000 25.0370000
USDRUB D 20071009 000000 25.0000000
USDRUB D 20071010 000000 24.9450000
USDRUB D 20071011 000000 24.8860000
USDRUB D 20071012 000000 24.9140000
USDRUB D 20071013 000000 24.9140000
USDRUB D 20071015 000000 24.8850000
USDRUB D 20071016 000000 24.9380000
USDRUB D 20071017 000000 24.9143000
USDRUB D 20071018 000000 24.8094000
USDRUB D 20071019 000000 24.8455000
USDRUB D 20071020 000000 24.8455000
USDRUB D 20071022 000000 24.9844000
USDRUB D 20071023 000000 24.8835000
USDRUB D 20071024 000000 24.8805000
USDRUB D 20071025 000000 24.8308000
USDRUB D 20071026 000000 24.7281000
USDRUB D 20071027 000000 24.7281000
USDRUB D 20071029 000000 24.6787000
USDRUB D 20071030 000000 24.6810000
USDRUB D 20071031 000000 24.6734000
USDRUB D 20071101 000000 24.6652000
USDRUB D 20071102 000000 24.6156000
USDRUB D 20071103 000000 24.6156000
USDRUB D 20071104 000000 24.6156000
USDRUB D 20071105 000000 24.6436000
USDRUB D 20071106 000000 24.5714000
USDRUB D 20071107 000000 24.4673000
USDRUB D 20071108 000000 24.4818000
USDRUB D 20071109 000000 24.4485000
USDRUB D 20071110 000000 24.4485000
USDRUB D 20071111 000000 24.4485000
USDRUB D 20071112 000000 24.5826000
USDRUB D 20071113 000000 24.5380000
USDRUB D 20071114 000000 24.4850000
USDRUB D 20071115 000000 24.5200000
USDRUB D 20071116 000000 24.4666000
USDRUB D 20071117 000000 24.4666000
USDRUB D 20071119 000000 24.4800000
USDRUB D 20071120 000000 24.3724000
USDRUB D 20071121 000000 24.3270000
USDRUB D 20071122 000000 24.3147000
USDRUB D 20071123 000000 24.3260000
USDRUB D 20071124 000000 24.3260000
USDRUB D 20071126 000000 24.3097000
USDRUB D 20071127 000000 24.3080000
USDRUB D 20071128 000000 24.3080000
USDRUB D 20071129 000000 24.3945000
USDRUB D 20071130 000000 24.4610000
USDRUB D 20071201 000000 24.4610000
USDRUB D 20071203 000000 24.4740000
USDRUB D 20071204 000000 24.3946000
USDRUB D 20071205 000000 24.4732000
USDRUB D 20071206 000000 24.4850000
USDRUB D 20071207 000000 24.4907000
USDRUB D 20071208 000000 24.4907000
USDRUB D 20071210 000000 24.4220000
USDRUB D 20071211 000000 24.4360000
USDRUB D 20071212 000000 24.4162000
USDRUB D 20071213 000000 24.5100000
USDRUB D 20071214 000000 24.6760000
USDRUB D 20071215 000000 24.6760000
USDRUB D 20071217 000000 24.7380000
USDRUB D 20071218 000000 24.7134000
USDRUB D 20071219 000000 24.7240000
USDRUB D 20071220 000000 24.7600000
USDRUB D 20071221 000000 24.7430000
USDRUB D 20071222 000000 24.7430000
USDRUB D 20071224 000000 24.7085000
USDRUB D 20071225 000000 24.7241000
USDRUB D 20071226 000000 24.6352000
USDRUB D 20071227 000000 24.5894000
USDRUB D 20071228 000000 24.4880000
USDRUB D 20071229 000000 24.4880000
USDRUB D 20071231 000000 24.5650000
USDRUB D 20080101 000000 24.5060000
USDRUB D 20080102 000000 24.4664000
USDRUB D 20080103 000000 24.4350000
USDRUB D 20080104 000000 24.4050000
USDRUB D 20080105 000000 24.4050000
USDRUB D 20080106 000000 24.4050000
USDRUB D 20080107 000000 24.4420000
USDRUB D 20080109 000000 24.4420000
USDRUB D 20080110 000000 24.3798000
USDRUB D 20080111 000000 24.3630000
USDRUB D 20080112 000000 24.3630000
USDRUB D 20080114 000000 24.2833000
USDRUB D 20080115 000000 24.2941000
USDRUB D 20080116 000000 24.4877000
USDRUB D 20080117 000000 24.4510000
USDRUB D 20080118 000000 24.4787000
USDRUB D 20080119 000000 24.4787000
USDRUB D 20080121 000000 24.7505000
USDRUB D 20080122 000000 24.6365000
USDRUB D 20080123 000000 24.7285000
USDRUB D 20080124 000000 24.4880000
USDRUB D 20080125 000000 24.4880000
USDRUB D 20080126 000000 24.4880000
USDRUB D 20080127 000000 24.4880000
USDRUB D 20080128 000000 24.4791000
USDRUB D 20080129 000000 24.4927000
USDRUB D 20080130 000000 24.3950000
USDRUB D 20080131 000000 24.4503000
USDRUB D 20080201 000000 24.3950000
USDRUB D 20080202 000000 24.3950000
USDRUB D 20080204 000000 24.4890000
USDRUB D 20080205 000000 24.6189000
USDRUB D 20080206 000000 24.6472000
USDRUB D 20080207 000000 24.7780000
USDRUB D 20080208 000000 24.7675000
USDRUB D 20080209 000000 24.7675000
USDRUB D 20080211 000000 24.7000000
USDRUB D 20080212 000000 24.6180000
USDRUB D 20080213 000000 24.6622000
USDRUB D 20080214 000000 24.6120000
USDRUB D 20080215 000000 24.5795000
USDRUB D 20080216 000000 24.5795000
USDRUB D 20080218 000000 24.5838000
USDRUB D 20080219 000000 24.5328000
USDRUB D 20080220 000000 24.5501000
USDRUB D 20080221 000000 24.4829000
USDRUB D 20080222 000000 24.4372000
USDRUB D 20080223 000000 24.4372000
USDRUB D 20080224 000000 24.4372000
USDRUB D 20080225 000000 24.4503000
USDRUB D 20080226 000000 24.3105000
USDRUB D 20080227 000000 24.0916000
USDRUB D 20080228 000000 23.9566000
USDRUB D 20080229 000000 24.0170000
USDRUB D 20080301 000000 24.0170000
USDRUB D 20080303 000000 24.0440000
USDRUB D 20080304 000000 23.9914000
USDRUB D 20080305 000000 23.9294000
USDRUB D 20080306 000000 23.8568000
USDRUB D 20080307 000000 23.8779000
USDRUB D 20080308 000000 23.8779000
USDRUB D 20080309 000000 23.8779000
USDRUB D 20080310 000000 23.8872000
USDRUB D 20080311 000000 23.8750000
USDRUB D 20080312 000000 23.7319000
USDRUB D 20080313 000000 23.6932000
USDRUB D 20080314 000000 23.6383000
USDRUB D 20080315 000000 23.6383000
USDRUB D 20080317 000000 23.5416000
USDRUB D 20080318 000000 23.4850000
USDRUB D 20080319 000000 23.6000000
USDRUB D 20080320 000000 23.7932000
USDRUB D 20080321 000000 23.7755000
USDRUB D 20080322 000000 23.7755000
USDRUB D 20080324 000000 23.8040000
USDRUB D 20080325 000000 23.6318000
USDRUB D 20080326 000000 23.4640000
USDRUB D 20080327 000000 23.4850000
USDRUB D 20080328 000000 23.5090000
USDRUB D 20080329 000000 23.5090000
USDRUB D 20080330 000000 23.5090000
USDRUB D 20080331 000000 23.4950000
USDRUB D 20080401 000000 23.6751000
USDRUB D 20080402 000000 23.6340000
USDRUB D 20080403 000000 23.5929000
USDRUB D 20080404 000000 23.5954000
USDRUB D 20080405 000000 23.5954000
USDRUB D 20080406 000000 23.5954000
USDRUB D 20080407 000000 23.5562000
USDRUB D 20080408 000000 23.5620000
USDRUB D 20080409 000000 23.4450000
USDRUB D 20080410 000000 23.5154000
USDRUB D 20080411 000000 23.4796000
USDRUB D 20080412 000000 23.4796000
USDRUB D 20080413 000000 23.4796000
USDRUB D 20080414 000000 23.4590000
USDRUB D 20080415 000000 23.5060000
USDRUB D 20080416 000000 23.3641000
USDRUB D 20080417 000000 23.3838000
USDRUB D 20080418 000000 23.5200000
USDRUB D 20080419 000000 23.5200000
USDRUB D 20080420 000000 23.5200000
USDRUB D 20080421 000000 23.4117000
USDRUB D 20080422 000000 23.3157000
USDRUB D 20080423 000000 23.3980000
USDRUB D 20080424 000000 23.5860000
USDRUB D 20080425 000000 23.6222000
USDRUB D 20080426 000000 23.6222000
USDRUB D 20080427 000000 23.6222000
USDRUB D 20080428 000000 23.6270000
USDRUB D 20080429 000000 23.6492000
USDRUB D 20080430 000000 23.6747000
USDRUB D 20080501 000000 23.7730000
USDRUB D 20080502 000000 23.8036000
USDRUB D 20080503 000000 23.8036000
USDRUB D 20080504 000000 23.8036000
USDRUB D 20080505 000000 23.7380000
USDRUB D 20080506 000000 23.7117000
USDRUB D 20080507 000000 23.8310000
USDRUB D 20080508 000000 23.8150000
USDRUB D 20080509 000000 23.7723000
USDRUB D 20080510 000000 23.7723000
USDRUB D 20080511 000000 23.7723000
USDRUB D 20080512 000000 23.6860000
USDRUB D 20080513 000000 23.7700000
USDRUB D 20080514 000000 23.8703000
USDRUB D 20080515 000000 23.8654000
USDRUB D 20080516 000000 23.7141000
USDRUB D 20080517 000000 23.7141000
USDRUB D 20080518 000000 23.7141000
USDRUB D 20080519 000000 23.7870000
USDRUB D 20080520 000000 23.6915000
USDRUB D 20080521 000000 23.5875000
USDRUB D 20080522 000000 23.6170000
USDRUB D 20080523 000000 23.5500000
USDRUB D 20080524 000000 23.5500000
USDRUB D 20080525 000000 23.5500000
USDRUB D 20080526 000000 23.5176000
USDRUB D 20080527 000000 23.5970000
USDRUB D 20080528 000000 23.6220000
USDRUB D 20080529 000000 23.7494000
USDRUB D 20080530 000000 23.6905000
USDRUB D 20080531 000000 23.6905000
USDRUB D 20080601 000000 23.6905000
USDRUB D 20080602 000000 23.6880000
USDRUB D 20080603 000000 23.8126000
USDRUB D 20080604 000000 23.7900000
USDRUB D 20080605 000000 23.6900000
USDRUB D 20080606 000000 23.5580000
USDRUB D 20080607 000000 23.5580000
USDRUB D 20080608 000000 23.5580000
USDRUB D 20080609 000000 23.6410000
USDRUB D 20080610 000000 23.6780000
USDRUB D 20080611 000000 23.6420000
USDRUB D 20080612 000000 23.7450000
USDRUB D 20080613 000000 23.7683000
USDRUB D 20080614 000000 23.7900000
USDRUB D 20080615 000000 23.7900000
USDRUB D 20080616 000000 23.6658000
USDRUB D 20080617 000000 23.6450000
USDRUB D 20080618 000000 23.6270000
USDRUB D 20080619 000000 23.6583000
USDRUB D 20080620 000000 23.5173000
USDRUB D 20080621 000000 23.5173000
USDRUB D 20080622 000000 23.5173000
USDRUB D 20080623 000000 23.6532000
USDRUB D 20080624 000000 23.5890000
USDRUB D 20080625 000000 23.5230000
USDRUB D 20080626 000000 23.4699000
USDRUB D 20080627 000000 23.4549000
USDRUB D 20080628 000000 23.4549000
USDRUB D 20080629 000000 23.4549000
USDRUB D 20080630 000000 23.4791000
USDRUB D 20080701 000000 23.4190000
USDRUB D 20080702 000000 23.3840000
USDRUB D 20080703 000000 23.5170000
USDRUB D 20080704 000000 23.5006000
USDRUB D 20080705 000000 23.5006000
USDRUB D 20080706 000000 23.5006000
USDRUB D 20080707 000000 23.5144000
USDRUB D 20080708 000000 23.5370000
USDRUB D 20080709 000000 23.4330000
USDRUB D 20080710 000000 23.3754000
USDRUB D 20080711 000000 23.2598000
USDRUB D 20080712 000000 23.2598000
USDRUB D 20080713 000000 23.2598000
USDRUB D 20080714 000000 23.1550000
USDRUB D 20080715 000000 23.1569000
USDRUB D 20080716 000000 23.2482000
USDRUB D 20080717 000000 23.2102000
USDRUB D 20080718 000000 23.2230000
USDRUB D 20080721 000000 23.2280000
USDRUB D 20080722 000000 23.2961000
USDRUB D 20080723 000000 23.3385000
USDRUB D 20080724 000000 23.3980000
USDRUB D 20080725 000000 23.3770000
USDRUB D 20080727 000000 23.3770000
USDRUB D 20080728 000000 23.3312000
USDRUB D 20080729 000000 23.4290000
USDRUB D 20080730 000000 23.4443000
USDRUB D 20080731 000000 23.4290000
USDRUB D 20080801 000000 23.4290000
USDRUB D 20080802 000000 23.4710000
USDRUB D 20080804 000000 23.4178000
USDRUB D 20080805 000000 23.5443000
USDRUB D 20080806 000000 23.6354000
USDRUB D 20080807 000000 23.6760000
USDRUB D 20080808 000000 24.2036000
USDRUB D 20080810 000000 24.2350000
USDRUB D 20080811 000000 24.4141000
USDRUB D 20080812 000000 24.2630000
USDRUB D 20080813 000000 24.2099000
USDRUB D 20080814 000000 24.3950000
USDRUB D 20080815 000000 24.6031000
USDRUB D 20080818 000000 24.5018000
USDRUB D 20080819 000000 24.4561000
USDRUB D 20080820 000000 24.4360000
USDRUB D 20080821 000000 24.3189000
USDRUB D 20080822 000000 24.3840000
USDRUB D 20080825 000000 24.3840000
USDRUB D 20080826 000000 24.6620000
USDRUB D 20080827 000000 24.6450000
USDRUB D 20080828 000000 24.6550000
USDRUB D 20080829 000000 24.5890000
USDRUB D 20080901 000000 24.6924000
USDRUB D 20080902 000000 24.7700000
USDRUB D 20080903 000000 25.1528000
USDRUB D 20080904 000000 25.4093000
USDRUB D 20080905 000000 25.4992000
USDRUB D 20080908 000000 25.5934000
USDRUB D 20080909 000000 25.5052000
USDRUB D 20080910 000000 25.7441000
USDRUB D 20080911 000000 25.7735000
USDRUB D 20080912 000000 25.5848000
USDRUB D 20080915 000000 25.5440000
USDRUB D 20080916 000000 25.6692000
USDRUB D 20080917 000000 25.6262000
USDRUB D 20080918 000000 25.3840000
USDRUB D 20080919 000000 25.3630000
USDRUB D 20080920 000000 25.3630000
USDRUB D 20080921 000000 25.2800000
USDRUB D 20080922 000000 25.0090000
USDRUB D 20080923 000000 25.0220000
USDRUB D 20080924 000000 24.9290000
USDRUB D 20080925 000000 25.0250000
USDRUB D 20080926 000000 25.0650000
USDRUB D 20080929 000000 25.2810000
USDRUB D 20080930 000000 25.6450000
USDRUB D 20081001 000000 25.6600000
USDRUB D 20081002 000000 25.8990000
USDRUB D 20081003 000000 25.9580000
USDRUB D 20081006 000000 26.2780000
USDRUB D 20081007 000000 26.1360000
USDRUB D 20081008 000000 26.0750000
USDRUB D 20081009 000000 26.0960000
USDRUB D 20081010 000000 26.2200000
USDRUB D 20081011 000000 26.2060000
USDRUB D 20081013 000000 26.1420000
USDRUB D 20081014 000000 26.0810000
USDRUB D 20081015 000000 26.2440000
USDRUB D 20081016 000000 26.3260000
USDRUB D 20081017 000000 26.3290000
USDRUB D 20081018 000000 26.3490000
USDRUB D 20081019 000000 26.3510000
USDRUB D 20081020 000000 26.3770000
USDRUB D 20081021 000000 26.7030000
USDRUB D 20081022 000000 26.9500000
USDRUB D 20081023 000000 26.9350000
USDRUB D 20081024 000000 27.2060000
USDRUB D 20081027 000000 27.2640000
USDRUB D 20081028 000000 27.3560000
USDRUB D 20081029 000000 26.8330000
USDRUB D 20081030 000000 26.8260000
USDRUB D 20081031 000000 27.0720000
USDRUB D 20081103 000000 27.1270000
USDRUB D 20081104 000000 26.8190000
USDRUB D 20081105 000000 26.7820000
USDRUB D 20081106 000000 27.0300000
USDRUB D 20081107 000000 27.0320000
USDRUB D 20081110 000000 27.0260000
USDRUB D 20081111 000000 27.5150000
USDRUB D 20081112 000000 27.6130000
USDRUB D 20081113 000000 27.5500000
USDRUB D 20081114 000000 27.3080000
USDRUB D 20081115 000000 27.3080000
USDRUB D 20081117 000000 27.3750000
USDRUB D 20081118 000000 27.4650000
USDRUB D 20081119 000000 27.5630000
USDRUB D 20081120 000000 27.5370000
USDRUB D 20081121 000000 27.5810000
USDRUB D 20081124 000000 27.3300000
USDRUB D 20081125 000000 27.2300000
USDRUB D 20081126 000000 27.3580000
USDRUB D 20081127 000000 27.4450000
USDRUB D 20081128 000000 27.9580000
USDRUB D 20081130 000000 27.9580000
USDRUB D 20081201 000000 27.9590000
USDRUB D 20081202 000000 27.9220000
USDRUB D 20081203 000000 27.9480000
USDRUB D 20081204 000000 27.9420000
USDRUB D 20081205 000000 28.2300000
USDRUB D 20081208 000000 27.9100000
USDRUB D 20081209 000000 27.9450000
USDRUB D 20081210 000000 27.8330000
USDRUB D 20081211 000000 27.7100000
USDRUB D 20081212 000000 27.6910000
USDRUB D 20081215 000000 27.6450000
USDRUB D 20081216 000000 27.4650000
USDRUB D 20081217 000000 27.3220000
USDRUB D 20081218 000000 27.3920000
USDRUB D 20081219 000000 28.1700000
USDRUB D 20081222 000000 28.3980000
USDRUB D 20081223 000000 28.3800000
USDRUB D 20081224 000000 28.7300000
USDRUB D 20081225 000000 28.7250000
USDRUB D 20081226 000000 29.0500000
USDRUB D 20081229 000000 29.1860000
USDRUB D 20081230 000000 29.3800000
USDRUB D 20081231 000000 29.4000000
USDRUB D 20090102 000000 29.3800000
USDRUB D 20090105 000000 30.8475000
USDRUB D 20090106 000000 29.1480000
USDRUB D 20090107 000000 29.1450000
USDRUB D 20090108 000000 29.3850000
USDRUB D 20090109 000000 29.1450000
USDRUB D 20090110 000000 29.1450000
USDRUB D 20090111 000000 29.1450000
USDRUB D 20090112 000000 31.0690000
USDRUB D 20090113 000000 31.2750000
USDRUB D 20090114 000000 31.7700000
USDRUB D 20090115 000000 32.1800000
USDRUB D 20090116 000000 32.5400000
USDRUB D 20090117 000000 32.5400000
USDRUB D 20090118 000000 32.5400000
USDRUB D 20090119 000000 33.1990000
USDRUB D 20090120 000000 32.9400000
USDRUB D 20090121 000000 32.7500000
USDRUB D 20090122 000000 32.6930000
USDRUB D 20090123 000000 32.9500000
USDRUB D 20090124 000000 32.9500000
USDRUB D 20090125 000000 32.9500000
USDRUB D 20090126 000000 32.8550000
USDRUB D 20090127 000000 33.0300000
USDRUB D 20090128 000000 34.0000000
USDRUB D 20090129 000000 35.1250000
USDRUB D 20090130 000000 35.8050000
USDRUB D 20090131 000000 35.8050000
USDRUB D 20090201 000000 35.8050000
USDRUB D 20090202 000000 36.0570000
USDRUB D 20090203 000000 36.0000000
USDRUB D 20090204 000000 36.3000000
USDRUB D 20090205 000000 36.3190000
USDRUB D 20090206 000000 36.2200000
USDRUB D 20090207 000000 36.2200000
USDRUB D 20090208 000000 36.2200000
USDRUB D 20090209 000000 35.7850000
USDRUB D 20090210 000000 35.8890000
USDRUB D 20090211 000000 35.2400000
USDRUB D 20090212 000000 34.6950000
USDRUB D 20090213 000000 34.6000000
USDRUB D 20090214 000000 34.6000000
USDRUB D 20090215 000000 34.6000000
USDRUB D 20090216 000000 35.2250000
USDRUB D 20090217 000000 36.3300000
USDRUB D 20090218 000000 36.2800000
USDRUB D 20090219 000000 35.8500000
USDRUB D 20090220 000000 35.9000000
USDRUB D 20090221 000000 35.9000000
USDRUB D 20090222 000000 36.0620000
